saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel,year,month,year_month,revenue,cost,profit,margin_pct
S03993,2024-01-17 11:00:00,P1492,Sarees_492,Sarees,White,XL,1,2079.35,1395.9,2079.35,1395.9,C23992,Meena_3992,Erode,11.34,77.7172,SP124,Salesperson_24,Paid,in-store,2024,1,2024-01,2079.35,1395.9,683.4499999999998,0.32868444465818636
S03994,2024-05-02 20:39:00,P1493,Sportswear_493,Sportswear,Black,M,1,2361.96,1803.54,2361.96,1803.54,C23993,Vishal_3993,Erode,11.34,77.7172,SP130,Salesperson_30,Returned,in-store,2024,5,2024-05,2361.96,1803.54,558.4200000000001,0.23642229334959106
S03995,2024-02-04 21:55:00,P1494,Kurta_494,Kurta,Green,XXL,1,927.05,626.58,927.05,626.58,C23994,Diya_3994,Tirunelveli,8.7139,77.7567,SP147,Salesperson_47,Cancelled,online,2024,2,2024-02,927.05,626.58,300.4699999999999,0.32411412545170154
S03996,2023-12-01 21:48:00,P1495,Sarees_495,Sarees,Maroon,M,1,1156.42,1002.03,1156.42,1002.03,C23995,Lakshmi_3995,Coimbatore,11.0168,76.9558,SP140,Salesperson_40,Shipped,in-store,2023,12,2023-12,1156.42,1002.03,154.3900000000001,0.13350685737015971
S03997,2023-11-10 19:50:00,P1496,T-Shirts_496,T-Shirts,Blue,L,3,1321.83,1092.08,3965.49,3276.24,C23996,Diya_3996,Vellore,12.9165,79.1325,SP100,Salesperson_0,Returned,mobile_app,2023,11,2023-11,3965.49,3276.24,689.25,0.17381206357852372
S03998,2024-07-18 14:00:00,P1497,Men's_497,Men's Shirts,Green,S,1,1345.79,858.9,1345.79,858.9,C23997,Diya_3997,Coimbatore,11.0168,76.9558,SP125,Salesperson_25,Cancelled,third-party,2024,7,2024-07,1345.79,858.9,486.89,0.36178750027864676
S03999,2023-03-16 11:45:00,P1498,Women's_498,Women's Dresses,White,XS,4,1686.45,1102.12,6745.8,4408.48,C23998,Meena_3998,Salem,11.6643,78.146,SP117,Salesperson_17,Shipped,mobile_app,2023,3,2023-03,6745.8,4408.48,2337.3200000000006,0.346485220433455
S04000,2024-09-21 14:19:00,P1499,Kurta_499,Kurta,Red,XXL,4,1882.56,1344.93,7530.24,5379.72,C23999,Sathish_3999,Salem,11.6643,78.146,SP135,Salesperson_35,Pending,in-store,2024,9,2024-09,7530.24,5379.72,2150.5199999999995,0.28558452320244765
S04001,2023-08-14 20:02:00,P1000,Sportswear_000,Sportswear,Grey,M,1,1686.77,1397.59,1686.77,1397.59,C24000,Aarav_4000,Madurai,9.9252,78.1198,SP137,Salesperson_37,Pending,mobile_app,2023,8,2023-08,1686.77,1397.59,289.18000000000006,0.1714400896387771
S04002,2023-05-31 21:37:00,P1001,Kurta_001,Kurta,White,XXL,1,741.12,605.26,741.12,605.26,C24001,Lakshmi_4001,Tiruchirappalli,10.7905,78.7047,SP112,Salesperson_12,Paid,in-store,2023,5,2023-05,741.12,605.26,135.86,0.18331714162348878
S04003,2023-10-10 17:12:00,P1002,Kid's_002,Kid's Wear,Pink,XXL,4,362.14,248.09,1448.56,992.36,C24002,Karthik_4002,Chennai,13.0827,80.2707,SP136,Salesperson_36,Cancelled,in-store,2023,10,2023-10,1448.56,992.36,456.19999999999993,0.31493345115148835
S04004,2024-04-11 17:04:00,P1003,Kurta_003,Kurta,Green,XS,2,1614.78,1212.17,3229.56,2424.34,C24003,Anu_4003,Tiruchirappalli,10.7905,78.7047,SP126,Salesperson_26,Shipped,in-store,2024,4,2024-04,3229.56,2424.34,805.2199999999998,0.2493280818439663
S04005,2023-01-12 20:49:00,P1004,Sportswear_004,Sportswear,Grey,XS,4,1175.8,1026.87,4703.2,4107.48,C24004,Sathish_4004,Erode,11.34,77.7172,SP126,Salesperson_26,Shipped,in-store,2023,1,2023-01,4703.2,4107.48,595.7200000000003,0.12666269773771055
S04006,2023-11-22 13:23:00,P1005,Kurta_005,Kurta,Blue,XS,2,564.26,493.36,1128.52,986.72,C24005,Kavin_4005,Tirunelveli,8.7139,77.7567,SP147,Salesperson_47,Shipped,in-store,2023,11,2023-11,1128.52,986.72,141.79999999999995,0.12565129550207346
S04007,2024-07-24 14:23:00,P1006,Jeans_006,Jeans,White,S,3,1561.03,1103.93,4683.09,3311.79,C24006,Sanjay_4006,Chennai,13.0827,80.2707,SP108,Salesperson_8,Pending,in-store,2024,7,2024-07,4683.09,3311.79,1371.3000000000002,0.29281948457108453
S04008,2024-05-08 10:55:00,P1007,Kid's_007,Kid's Wear,Black,M,1,848.61,703.8,848.61,703.8,C24007,Sathish_4007,Chennai,13.0827,80.2707,SP104,Salesperson_4,Pending,in-store,2024,5,2024-05,848.61,703.8,144.81000000000006,0.17064375861703263
S04009,2023-03-11 21:53:00,P1008,Sportswear_008,Sportswear,Pink,XL,1,828.59,650.93,828.59,650.93,C24008,Meena_4008,Erode,11.34,77.7172,SP131,Salesperson_31,Returned,in-store,2023,3,2023-03,828.59,650.93,177.66000000000008,0.21441243558334047
S04010,2023-02-14 14:27:00,P1009,Men's_009,Men's Shirts,Blue,L,1,965.99,749.22,965.99,749.22,C24009,Bhuvana_4009,Vellore,12.9165,79.1325,SP139,Salesperson_39,Paid,online,2023,2,2023-02,965.99,749.22,216.76999999999998,0.2244019089224526
S04011,2024-05-21 21:45:00,P1010,Sarees_010,Sarees,Green,XXL,1,1840.86,1145.69,1840.86,1145.69,C24010,Vishal_4010,Salem,11.6643,78.146,SP125,Salesperson_25,Paid,online,2024,5,2024-05,1840.86,1145.69,695.1699999999998,0.37763328009734576
S04012,2023-11-10 15:18:00,P1011,T-Shirts_011,T-Shirts,White,XS,1,292.31,256.05,292.31,256.05,C24011,Sathish_4011,Madurai,9.9252,78.1198,SP113,Salesperson_13,Pending,in-store,2023,11,2023-11,292.31,256.05,36.25999999999999,0.12404638910745439
S04013,2023-11-15 20:51:00,P1012,Sarees_012,Sarees,Blue,L,2,341.23,230.03,682.46,460.06,C24012,Vishal_4012,Erode,11.34,77.7172,SP123,Salesperson_23,Shipped,in-store,2023,11,2023-11,682.46,460.06,222.40000000000003,0.3258799050493802
S04014,2024-07-23 20:27:00,P1013,T-Shirts_013,T-Shirts,Green,L,4,602.82,536.83,2411.28,2147.32,C24013,Bhuvana_4013,Chennai,13.0827,80.2707,SP107,Salesperson_7,Cancelled,online,2024,7,2024-07,2411.28,2147.32,263.96000000000004,0.10946882983311769
S04015,2023-05-19 12:39:00,P1014,Kurta_014,Kurta,Black,L,4,1594.87,1311.58,6379.48,5246.32,C24014,Sanjay_4014,Madurai,9.9252,78.1198,SP124,Salesperson_24,Pending,in-store,2023,5,2023-05,6379.48,5246.32,1133.1599999999999,0.17762576260134053
S04016,2023-03-27 19:12:00,P1015,Women's_015,Women's Dresses,Yellow,XXL,2,2169.91,1427.86,4339.82,2855.72,C24015,Ganesh_4015,Erode,11.34,77.7172,SP139,Salesperson_39,Returned,third-party,2023,3,2023-03,4339.82,2855.72,1484.1,0.3419727085455157
S04017,2023-06-07 10:08:00,P1016,Sarees_016,Sarees,Green,XXL,2,1636.1,1056.19,3272.2,2112.38,C24016,Kavin_4016,Vellore,12.9165,79.1325,SP143,Salesperson_43,Shipped,mobile_app,2023,6,2023-06,3272.2,2112.38,1159.8199999999997,0.3544465497218996
S04018,2023-01-31 16:14:00,P1017,Kurta_017,Kurta,White,XS,2,494.88,330.16,989.76,660.32,C24017,Vishal_4017,Chennai,13.0827,80.2707,SP101,Salesperson_1,Pending,in-store,2023,1,2023-01,989.76,660.32,329.43999999999994,0.33284836728095696
S04019,2024-04-23 18:58:00,P1018,Sarees_018,Sarees,Red,S,4,2019.74,1261.04,8078.96,5044.16,C24018,Devi_4018,Tirunelveli,8.7139,77.7567,SP121,Salesperson_21,Paid,online,2024,4,2024-04,8078.96,5044.16,3034.8,0.37564240941903415
S04020,2024-08-01 16:57:00,P1019,Jeans_019,Jeans,White,M,3,1731.46,1471.84,5194.38,4415.52,C24019,Ganesh_4019,Salem,11.6643,78.146,SP135,Salesperson_35,Shipped,online,2024,8,2024-08,5194.38,4415.52,778.8599999999997,0.14994282282004776
S04021,2023-07-03 11:25:00,P1020,Sportswear_020,Sportswear,Green,S,1,2361.17,1872.88,2361.17,1872.88,C24020,Anu_4020,Tiruchirappalli,10.7905,78.7047,SP136,Salesperson_36,Paid,in-store,2023,7,2023-07,2361.17,1872.88,488.28999999999996,0.20680001863482933
S04022,2023-03-01 10:03:00,P1021,T-Shirts_021,T-Shirts,Grey,S,1,2087.61,1843.86,2087.61,1843.86,C24021,Meena_4021,Coimbatore,11.0168,76.9558,SP116,Salesperson_16,Returned,online,2023,3,2023-03,2087.61,1843.86,243.75000000000023,0.11676031442654529
S04023,2024-03-04 15:19:00,P1022,T-Shirts_022,T-Shirts,Pink,XXL,1,244.66,167.53,244.66,167.53,C24022,Devi_4022,Coimbatore,11.0168,76.9558,SP123,Salesperson_23,Shipped,online,2024,3,2024-03,244.66,167.53,77.13,0.31525382163001714
S04024,2023-02-04 20:43:00,P1023,T-Shirts_023,T-Shirts,Black,S,1,894.99,772.86,894.99,772.86,C24023,Karthik_4023,Coimbatore,11.0168,76.9558,SP107,Salesperson_7,Returned,mobile_app,2023,2,2023-02,894.99,772.86,122.13,0.13645962524720945
S04025,2024-01-27 15:13:00,P1024,Sportswear_024,Sportswear,Maroon,XL,1,2034.73,1288.08,2034.73,1288.08,C24024,Ravi_4024,Tirunelveli,8.7139,77.7567,SP113,Salesperson_13,Paid,in-store,2024,1,2024-01,2034.73,1288.08,746.6500000000001,0.3669528635248903
S04026,2024-01-05 13:36:00,P1025,Kid's_025,Kid's Wear,Red,M,1,1924.9,1319.28,1924.9,1319.28,C24025,Aarav_4025,Tirunelveli,8.7139,77.7567,SP118,Salesperson_18,Pending,online,2024,1,2024-01,1924.9,1319.28,605.6200000000001,0.31462413631876984
S04027,2023-09-30 14:51:00,P1026,Sportswear_026,Sportswear,Grey,XXL,3,1087.39,881.28,3262.17,2643.84,C24026,Priya_4026,Erode,11.34,77.7172,SP106,Salesperson_6,Cancelled,third-party,2023,9,2023-09,3262.17,2643.84,618.3299999999999,0.1895456092110466
S04028,2023-02-28 10:08:00,P1027,Jeans_027,Jeans,Red,XXL,2,542.71,370.83,1085.42,741.66,C24027,Anu_4027,Tirunelveli,8.7139,77.7567,SP132,Salesperson_32,Paid,online,2023,2,2023-02,1085.42,741.66,343.7600000000001,0.31670689686941467
S04029,2024-02-25 10:10:00,P1028,Men's_028,Men's Shirts,Blue,XXL,1,1968.04,1750.9,1968.04,1750.9,C24028,Devi_4028,Vellore,12.9165,79.1325,SP115,Salesperson_15,Paid,in-store,2024,2,2024-02,1968.04,1750.9,217.13999999999987,0.11033312331050175
S04030,2023-08-09 17:33:00,P1029,T-Shirts_029,T-Shirts,Black,XL,2,2408.4,1941.38,4816.8,3882.76,C24029,Diya_4029,Tirunelveli,8.7139,77.7567,SP105,Salesperson_5,Paid,in-store,2023,8,2023-08,4816.8,3882.76,934.04,0.19391297126723134
S04031,2024-09-25 20:28:00,P1030,T-Shirts_030,T-Shirts,Black,L,1,1190.54,956.39,1190.54,956.39,C24030,Ravi_4030,Erode,11.34,77.7172,SP110,Salesperson_10,Paid,in-store,2024,9,2024-09,1190.54,956.39,234.14999999999998,0.19667545819544072
S04032,2023-05-02 18:23:00,P1031,Men's_031,Men's Shirts,Grey,XL,3,1844.15,1483.04,5532.45,4449.12,C24031,Diya_4031,Vellore,12.9165,79.1325,SP106,Salesperson_6,Paid,in-store,2023,5,2023-05,5532.45,4449.12,1083.33,0.19581378955074152
S04033,2024-10-07 17:48:00,P1032,Kurta_032,Kurta,Maroon,M,3,2031.49,1770.19,6094.47,5310.57,C24032,Priya_4032,Salem,11.6643,78.146,SP108,Salesperson_8,Returned,online,2024,10,2024-10,6094.47,5310.57,783.9000000000005,0.1286248024848757
S04034,2024-03-14 13:52:00,P1033,Sportswear_033,Sportswear,Red,L,1,1806.73,1564.68,1806.73,1564.68,C24033,Lakshmi_4033,Chennai,13.0827,80.2707,SP109,Salesperson_9,Shipped,in-store,2024,3,2024-03,1806.73,1564.68,242.04999999999995,0.13397131834861875
S04035,2023-05-31 18:23:00,P1034,Jeans_034,Jeans,Black,XXL,3,948.25,688.91,2844.75,2066.73,C24034,Diya_4034,Tirunelveli,8.7139,77.7567,SP116,Salesperson_16,Pending,in-store,2023,5,2023-05,2844.75,2066.73,778.02,0.27349327708937515
S04036,2023-03-13 12:52:00,P1035,Jeans_035,Jeans,Red,L,2,1627.27,1301.47,3254.54,2602.94,C24035,Aarav_4035,Chennai,13.0827,80.2707,SP111,Salesperson_11,Pending,mobile_app,2023,3,2023-03,3254.54,2602.94,651.5999999999999,0.20021262605468051
S04037,2024-05-23 12:18:00,P1036,Men's_036,Men's Shirts,Green,XL,1,1039.13,929.89,1039.13,929.89,C24036,Priya_4036,Tirunelveli,8.7139,77.7567,SP141,Salesperson_41,Returned,online,2024,5,2024-05,1039.13,929.89,109.24000000000012,0.10512640381857911
S04038,2024-06-26 15:52:00,P1037,Men's_037,Men's Shirts,Yellow,S,3,1941.41,1299.15,5824.23,3897.45,C24037,Kavin_4037,Salem,11.6643,78.146,SP147,Salesperson_47,Paid,in-store,2024,6,2024-06,5824.23,3897.45,1926.7799999999997,0.33082141330270265
S04039,2024-01-17 12:42:00,P1038,Women's_038,Women's Dresses,White,S,1,828.5,597.09,828.5,597.09,C24038,Aarav_4038,Erode,11.34,77.7172,SP126,Salesperson_26,Shipped,in-store,2024,1,2024-01,828.5,597.09,231.40999999999997,0.2793120096560048
S04040,2024-05-02 10:39:00,P1039,Men's_039,Men's Shirts,Blue,M,2,436.93,335.84,873.86,671.68,C24039,Diya_4039,Salem,11.6643,78.146,SP120,Salesperson_20,Cancelled,in-store,2024,5,2024-05,873.86,671.68,202.18000000000006,0.2313642917629827
S04041,2024-01-21 20:25:00,P1040,Kid's_040,Kid's Wear,Red,XS,1,1604.8,1257.2,1604.8,1257.2,C24040,Bhuvana_4040,Erode,11.34,77.7172,SP127,Salesperson_27,Pending,online,2024,1,2024-01,1604.8,1257.2,347.5999999999999,0.21660019940179456
S04042,2024-04-23 13:42:00,P1041,Jeans_041,Jeans,Maroon,S,2,1175.27,929.03,2350.54,1858.06,C24041,Kavin_4041,Madurai,9.9252,78.1198,SP108,Salesperson_8,Returned,in-store,2024,4,2024-04,2350.54,1858.06,492.48,0.20951781292809313
S04043,2023-11-09 18:56:00,P1042,Men's_042,Men's Shirts,Red,M,4,2095.0,1817.58,8380.0,7270.32,C24042,Meena_4042,Madurai,9.9252,78.1198,SP111,Salesperson_11,Pending,in-store,2023,11,2023-11,8380.0,7270.32,1109.6800000000003,0.13242004773269694
S04044,2024-09-03 15:39:00,P1043,Men's_043,Men's Shirts,Yellow,L,2,1006.65,734.33,2013.3,1468.66,C24043,Kavin_4043,Chennai,13.0827,80.2707,SP106,Salesperson_6,Cancelled,mobile_app,2024,9,2024-09,2013.3,1468.66,544.6399999999999,0.2705210351164754
S04045,2024-04-27 16:48:00,P1044,Men's_044,Men's Shirts,Blue,XS,1,2207.64,1672.32,2207.64,1672.32,C24044,Sanjay_4044,Tiruchirappalli,10.7905,78.7047,SP116,Salesperson_16,Cancelled,in-store,2024,4,2024-04,2207.64,1672.32,535.3199999999999,0.24248518780235906
S04046,2023-12-21 13:27:00,P1045,T-Shirts_045,T-Shirts,Black,S,3,1871.96,1129.85,5615.88,3389.55,C24045,Sathish_4045,Coimbatore,11.0168,76.9558,SP112,Salesperson_12,Pending,in-store,2023,12,2023-12,5615.88,3389.55,2226.33,0.396434752879335
S04047,2023-03-17 21:50:00,P1046,Kid's_046,Kid's Wear,Yellow,S,3,262.29,163.93,786.87,491.79,C24046,Anu_4046,Erode,11.34,77.7172,SP107,Salesperson_7,Pending,online,2023,3,2023-03,786.87,491.79,295.08,0.37500476571733576
S04048,2023-10-12 12:59:00,P1047,Kid's_047,Kid's Wear,Black,XXL,1,1062.29,774.55,1062.29,774.55,C24047,Sathish_4047,Salem,11.6643,78.146,SP121,Salesperson_21,Shipped,in-store,2023,10,2023-10,1062.29,774.55,287.74,0.27086765384217115
S04049,2023-05-15 21:56:00,P1048,T-Shirts_048,T-Shirts,Yellow,S,4,1289.52,973.98,5158.08,3895.92,C24048,Meena_4048,Salem,11.6643,78.146,SP111,Salesperson_11,Cancelled,in-store,2023,5,2023-05,5158.08,3895.92,1262.1599999999999,0.24469570072585145
S04050,2024-01-20 19:05:00,P1049,Kurta_049,Kurta,White,M,2,1213.11,827.71,2426.22,1655.42,C24049,Sathish_4049,Vellore,12.9165,79.1325,SP127,Salesperson_27,Paid,online,2024,1,2024-01,2426.22,1655.42,770.7999999999997,0.31769583961883086
S04051,2023-10-03 18:06:00,P1050,Kid's_050,Kid's Wear,White,XL,2,2452.39,1837.09,4904.78,3674.18,C24050,Anu_4050,Erode,11.34,77.7172,SP127,Salesperson_27,Pending,mobile_app,2023,10,2023-10,4904.78,3674.18,1230.6,0.250898103482725
S04052,2024-10-09 15:13:00,P1051,T-Shirts_051,T-Shirts,Green,XXL,4,1943.8,1566.16,7775.2,6264.64,C24051,Aarav_4051,Tirunelveli,8.7139,77.7567,SP115,Salesperson_15,Shipped,online,2024,10,2024-10,7775.2,6264.64,1510.5599999999995,0.19427924683609418
S04053,2023-03-13 21:13:00,P1052,Sportswear_052,Sportswear,Grey,XXL,2,1257.67,878.07,2515.34,1756.14,C24052,Ganesh_4052,Tiruchirappalli,10.7905,78.7047,SP117,Salesperson_17,Cancelled,in-store,2023,3,2023-03,2515.34,1756.14,759.2,0.3018279834932852
S04054,2024-10-01 10:18:00,P1053,Sarees_053,Sarees,Green,XL,2,2103.95,1892.62,4207.9,3785.24,C24053,Ravi_4053,Tiruchirappalli,10.7905,78.7047,SP122,Salesperson_22,Shipped,in-store,2024,10,2024-10,4207.9,3785.24,422.65999999999985,0.10044440219586964
S04055,2024-01-18 12:30:00,P1054,Women's_054,Women's Dresses,Yellow,XXL,1,1965.87,1584.39,1965.87,1584.39,C24054,Kavin_4054,Erode,11.34,77.7172,SP125,Salesperson_25,Returned,in-store,2024,1,2024-01,1965.87,1584.39,381.4799999999998,0.19405148865387833
S04056,2024-01-04 14:52:00,P1055,Sarees_055,Sarees,Blue,M,4,551.68,441.31,2206.72,1765.24,C24055,Ravi_4055,Erode,11.34,77.7172,SP110,Salesperson_10,Returned,online,2024,1,2024-01,2206.72,1765.24,441.4799999999998,0.20006162993039436
S04057,2023-06-22 14:56:00,P1056,Jeans_056,Jeans,Maroon,XS,3,418.51,259.8,1255.53,779.4,C24056,Sathish_4056,Erode,11.34,77.7172,SP126,Salesperson_26,Returned,in-store,2023,6,2023-06,1255.53,779.4,476.13,0.3792263028362524
S04058,2023-11-24 17:19:00,P1057,Women's_057,Women's Dresses,White,L,1,828.67,506.72,828.67,506.72,C24057,Sanjay_4057,Tirunelveli,8.7139,77.7567,SP114,Salesperson_14,Pending,in-store,2023,11,2023-11,828.67,506.72,321.94999999999993,0.3885141250437447
S04059,2023-04-26 17:29:00,P1058,Kurta_058,Kurta,Yellow,S,2,1019.25,733.64,2038.5,1467.28,C24058,Vishal_4058,Vellore,12.9165,79.1325,SP149,Salesperson_49,Returned,in-store,2023,4,2023-04,2038.5,1467.28,571.22,0.28021584498405694
S04060,2024-04-29 11:18:00,P1059,Kurta_059,Kurta,Pink,XXL,2,742.48,599.75,1484.96,1199.5,C24059,Karthik_4059,Tiruchirappalli,10.7905,78.7047,SP121,Salesperson_21,Pending,mobile_app,2024,4,2024-04,1484.96,1199.5,285.46000000000004,0.1922341342527745
S04061,2023-07-10 16:30:00,P1060,Kurta_060,Kurta,Green,XXL,4,246.01,219.45,984.04,877.8,C24060,Ganesh_4060,Tirunelveli,8.7139,77.7567,SP147,Salesperson_47,Pending,in-store,2023,7,2023-07,984.04,877.8,106.24000000000001,0.10796309093126297
S04062,2023-05-25 17:26:00,P1061,Kid's_061,Kid's Wear,White,S,3,2397.5,2072.39,7192.5,6217.17,C24061,Ganesh_4061,Erode,11.34,77.7172,SP131,Salesperson_31,Cancelled,mobile_app,2023,5,2023-05,7192.5,6217.17,975.3299999999999,0.13560375391032325
S04063,2023-06-15 14:13:00,P1062,Kid's_062,Kid's Wear,White,XS,1,681.07,472.37,681.07,472.37,C24062,Karthik_4062,Vellore,12.9165,79.1325,SP105,Salesperson_5,Pending,in-store,2023,6,2023-06,681.07,472.37,208.70000000000005,0.30642958873537235
S04064,2023-03-17 15:59:00,P1063,Sportswear_063,Sportswear,Pink,S,4,1671.24,1040.87,6684.96,4163.48,C24063,Devi_4063,Tiruchirappalli,10.7905,78.7047,SP120,Salesperson_20,Returned,online,2023,3,2023-03,6684.96,4163.48,2521.4800000000005,0.37718699887508683
S04065,2024-01-08 19:45:00,P1064,Jeans_064,Jeans,White,L,1,2227.12,1450.86,2227.12,1450.86,C24064,Anu_4064,Tirunelveli,8.7139,77.7567,SP132,Salesperson_32,Shipped,online,2024,1,2024-01,2227.12,1450.86,776.26,0.3485487984482201
S04066,2023-08-14 21:46:00,P1065,Jeans_065,Jeans,Red,L,3,1342.68,824.13,4028.04,2472.39,C24065,Sanjay_4065,Coimbatore,11.0168,76.9558,SP125,Salesperson_25,Cancelled,online,2023,8,2023-08,4028.04,2472.39,1555.65,0.3862052015372241
S04067,2024-01-12 19:16:00,P1066,Kid's_066,Kid's Wear,White,XL,3,1751.95,1460.36,5255.85,4381.08,C24066,Ravi_4066,Tiruchirappalli,10.7905,78.7047,SP139,Salesperson_39,Cancelled,online,2024,1,2024-01,5255.85,4381.08,874.7700000000004,0.16643739832757792
S04068,2024-07-22 11:49:00,P1067,Women's_067,Women's Dresses,Pink,XS,4,1933.83,1360.71,7735.32,5442.84,C24067,Karthik_4067,Tiruchirappalli,10.7905,78.7047,SP143,Salesperson_43,Cancelled,third-party,2024,7,2024-07,7735.32,5442.84,2292.4799999999996,0.29636524410108434
S04069,2023-10-10 18:48:00,P1068,Women's_068,Women's Dresses,Blue,L,1,1287.86,1067.38,1287.86,1067.38,C24068,Ganesh_4068,Tiruchirappalli,10.7905,78.7047,SP144,Salesperson_44,Shipped,mobile_app,2023,10,2023-10,1287.86,1067.38,220.4799999999998,0.17119873278151337
S04070,2024-10-10 19:52:00,P1069,Women's_069,Women's Dresses,Red,S,2,2259.5,1407.42,4519.0,2814.84,C24069,Aarav_4069,Vellore,12.9165,79.1325,SP113,Salesperson_13,Shipped,in-store,2024,10,2024-10,4519.0,2814.84,1704.1599999999999,0.37710998008408936
S04071,2024-08-27 14:55:00,P1070,Kid's_070,Kid's Wear,Pink,XS,1,1845.06,1514.25,1845.06,1514.25,C24070,Ravi_4070,Madurai,9.9252,78.1198,SP149,Salesperson_49,Paid,online,2024,8,2024-08,1845.06,1514.25,330.80999999999995,0.1792949822769991
S04072,2024-10-09 19:22:00,P1071,Women's_071,Women's Dresses,White,XL,3,1417.92,900.52,4253.76,2701.56,C24071,Sathish_4071,Erode,11.34,77.7172,SP130,Salesperson_30,Cancelled,online,2024,10,2024-10,4253.76,2701.56,1552.2000000000003,0.3649006996163395
S04073,2023-05-22 19:30:00,P1072,Men's_072,Men's Shirts,Maroon,S,1,2284.17,1995.95,2284.17,1995.95,C24072,Priya_4072,Salem,11.6643,78.146,SP136,Salesperson_36,Pending,in-store,2023,5,2023-05,2284.17,1995.95,288.22,0.12618150137686776
S04074,2023-02-05 10:14:00,P1073,Women's_073,Women's Dresses,Green,XS,2,695.37,524.12,1390.74,1048.24,C24073,Vishal_4073,Erode,11.34,77.7172,SP112,Salesperson_12,Cancelled,in-store,2023,2,2023-02,1390.74,1048.24,342.5,0.24627176898629508
S04075,2023-02-11 20:58:00,P1074,T-Shirts_074,T-Shirts,Grey,L,2,978.95,794.85,1957.9,1589.7,C24074,Kavin_4074,Tirunelveli,8.7139,77.7567,SP141,Salesperson_41,Returned,in-store,2023,2,2023-02,1957.9,1589.7,368.20000000000005,0.1880586342509832
S04076,2024-06-21 14:05:00,P1075,Kid's_075,Kid's Wear,Green,L,2,290.2,236.41,580.4,472.82,C24075,Bhuvana_4075,Salem,11.6643,78.146,SP122,Salesperson_22,Shipped,in-store,2024,6,2024-06,580.4,472.82,107.57999999999998,0.185354927636113
S04077,2023-12-11 18:47:00,P1076,Jeans_076,Jeans,Black,XL,2,1899.08,1155.15,3798.16,2310.3,C24076,Diya_4076,Vellore,12.9165,79.1325,SP108,Salesperson_8,Cancelled,mobile_app,2023,12,2023-12,3798.16,2310.3,1487.8599999999997,0.3917317859173915
S04078,2023-12-27 12:00:00,P1077,T-Shirts_077,T-Shirts,Red,S,1,2494.15,2221.74,2494.15,2221.74,C24077,Priya_4077,Salem,11.6643,78.146,SP132,Salesperson_32,Paid,online,2023,12,2023-12,2494.15,2221.74,272.4100000000003,0.10921957380269844
S04079,2024-05-20 15:20:00,P1078,Women's_078,Women's Dresses,Green,XXL,3,1164.29,1008.42,3492.87,3025.26,C24078,Priya_4078,Erode,11.34,77.7172,SP145,Salesperson_45,Returned,mobile_app,2024,5,2024-05,3492.87,3025.26,467.6099999999997,0.13387558082608275
S04080,2023-06-09 14:19:00,P1079,Sportswear_079,Sportswear,Blue,XL,1,2381.69,1567.17,2381.69,1567.17,C24079,Priya_4079,Vellore,12.9165,79.1325,SP143,Salesperson_43,Paid,mobile_app,2023,6,2023-06,2381.69,1567.17,814.52,0.3419924507387611
S04081,2024-08-08 11:30:00,P1080,Kurta_080,Kurta,Maroon,S,1,1927.42,1724.73,1927.42,1724.73,C24080,Meena_4080,Tirunelveli,8.7139,77.7567,SP114,Salesperson_14,Cancelled,online,2024,8,2024-08,1927.42,1724.73,202.69000000000005,0.10516130371169753
S04082,2023-01-05 17:44:00,P1081,Women's_081,Women's Dresses,Red,XS,2,2160.12,1563.95,4320.24,3127.9,C24081,Priya_4081,Coimbatore,11.0168,76.9558,SP110,Salesperson_10,Returned,mobile_app,2023,1,2023-01,4320.24,3127.9,1192.3399999999997,0.2759892968909134
S04083,2024-03-31 18:40:00,P1082,Men's_082,Men's Shirts,Blue,L,3,225.43,172.09,676.29,516.27,C24082,Sanjay_4082,Tiruchirappalli,10.7905,78.7047,SP136,Salesperson_36,Cancelled,online,2024,3,2024-03,676.29,516.27,160.01999999999998,0.23661447012376347
S04084,2023-10-10 15:24:00,P1083,T-Shirts_083,T-Shirts,Red,XS,2,253.33,189.92,506.66,379.84,C24083,Meena_4083,Tiruchirappalli,10.7905,78.7047,SP114,Salesperson_14,Returned,in-store,2023,10,2023-10,506.66,379.84,126.82000000000005,0.2503059250779616
S04085,2024-05-19 13:42:00,P1084,T-Shirts_084,T-Shirts,Black,L,1,1950.35,1584.45,1950.35,1584.45,C24084,Ganesh_4084,Erode,11.34,77.7172,SP130,Salesperson_30,Pending,in-store,2024,5,2024-05,1950.35,1584.45,365.89999999999986,0.18760735252646954
S04086,2023-08-02 11:15:00,P1085,T-Shirts_085,T-Shirts,Maroon,XS,2,1012.73,736.16,2025.46,1472.32,C24085,Vishal_4085,Chennai,13.0827,80.2707,SP136,Salesperson_36,Cancelled,in-store,2023,8,2023-08,2025.46,1472.32,553.1400000000001,0.2730935194968057
S04087,2024-03-13 15:19:00,P1086,T-Shirts_086,T-Shirts,Blue,XXL,2,2331.29,1947.19,4662.58,3894.38,C24086,Aarav_4086,Coimbatore,11.0168,76.9558,SP127,Salesperson_27,Shipped,in-store,2024,3,2024-03,4662.58,3894.38,768.1999999999998,0.16475856714522857
